,customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
4703,17099,533,1,582.17,1,1,2,4,At Risk
4704,17100,18,2,971.74,5,2,3,10,Loyal Customers
4705,17101,10,7,2507.05,5,3,4,12,Loyal Customers
4706,17102,262,1,25.5,2,1,1,4,At Risk
4707,17103,722,1,424.3,1,1,2,4,At Risk
4708,17104,424,1,474.03,1,1,2,4,At Risk
4709,17105,159,2,665.78,3,2,3,8,Needs Attention
4710,17106,389,1,491.23,2,1,2,5,At Risk
4711,17107,33,10,16075.42,4,4,5,13,Champions
4712,17108,664,1,174.95,1,1,1,3,At Risk
4713,17109,29,8,1295.46,4,4,4,12,Loyal Customers
4714,17110,165,3,510.7,3,2,2,7,Needs Attention
4715,17111,47,2,476.58,4,2,2,8,Needs Attention
4716,17112,503,1,205.17,1,1,1,3,At Risk
4717,17113,574,6,2322.59,1,3,4,8,Needs Attention
4718,17114,6,8,808.62,5,4,3,12,Loyal Customers
4719,17115,8,7,2761.4900000000002,5,3,4,12,Loyal Customers
4720,17116,648,1,389.78,1,1,2,4,At Risk
4721,17117,288,1,116.19999999999999,2,1,1,4,At Risk
4722,17118,318,1,157.02,2,1,1,4,At Risk
4723,17119,3,2,606.91,5,2,2,9,Needs Attention
4724,17120,233,1,307.46,2,1,2,5,At Risk
4725,17121,403,1,314.74,2,1,2,5,At Risk
4726,17122,119,4,570.5,3,3,2,8,Needs Attention
4727,17123,162,3,977.17,3,2,3,8,Needs Attention
4728,17124,185,1,298.89,3,1,2,6,At Risk
4729,17125,50,1,259.35,4,1,1,6,At Risk
4730,17126,152,9,2070.44,3,4,4,11,Loyal Customers
4731,17127,429,5,1155.0300000000002,1,3,3,7,Needs Attention
4732,17128,335,1,157.09,2,1,1,4,At Risk
4733,17129,520,1,31.85,1,1,1,3,At Risk
4734,17131,5,5,2463.17,5,3,4,12,Loyal Customers
4735,17132,452,2,1272.8,1,2,4,7,Needs Attention
4736,17133,16,12,14622.33,5,4,5,14,Champions
4737,17134,107,3,637.1,3,2,3,8,Needs Attention
4738,17135,16,10,1954.16,5,4,4,13,Champions
4739,17136,662,1,231.68,1,1,1,3,At Risk
4740,17137,416,6,1133.63,1,3,3,7,Needs Attention
4741,17138,276,7,4417.27,2,3,5,10,Loyal Customers
4742,17139,16,25,19584.46,5,5,5,15,Champions
4743,17140,247,1,465.32,2,1,2,5,At Risk
4744,17141,418,4,754.33,1,3,3,7,Needs Attention
4745,17142,239,4,1283.75,2,3,4,9,Needs Attention
4746,17143,417,2,924.11,1,2,3,6,At Risk
4747,17144,1,2,984.57,5,2,3,10,Loyal Customers
4748,17145,513,4,3120.91,1,3,5,9,Needs Attention
4749,17146,106,13,5860.24,3,4,5,12,Loyal Customers
4750,17147,23,9,3199.95,4,4,5,13,Champions
4751,17148,52,1,124.88,4,1,1,6,At Risk
4752,17149,451,1,143.10000000000002,1,1,1,3,At Risk
4753,17150,377,6,1375.65,2,3,4,9,Needs Attention
4754,17151,735,1,231.90000000000003,1,1,1,3,At Risk
4755,17152,195,4,2016.5,2,3,4,9,Needs Attention
4756,17153,24,1,213.78,4,1,1,6,At Risk
4757,17154,75,1,329.34,3,1,2,6,At Risk
4758,17155,18,7,892.46,5,3,3,11,Loyal Customers
4759,17156,492,1,591.87,1,1,2,4,At Risk
4760,17157,8,19,5151.9,5,5,5,15,Champions
4761,17158,32,5,1980.0,4,3,4,11,Loyal Customers
4762,17159,22,5,2099.59,4,3,4,11,Loyal Customers
4763,17160,31,17,10209.16,4,5,5,14,Champions
4764,17161,444,1,856.01,1,1,3,5,At Risk
4765,17162,29,10,1715.46,4,4,4,12,Loyal Customers
4766,17163,22,4,699.78,4,3,3,10,Loyal Customers
4767,17164,33,7,2467.35,4,3,4,11,Loyal Customers
4768,17165,284,6,1794.32,2,3,4,9,Needs Attention
4769,17166,39,2,206.34,4,2,1,7,Needs Attention
4770,17167,380,3,867.11,2,2,3,7,Needs Attention
4771,17168,499,1,400.2,1,1,2,4,At Risk
4772,17169,58,3,1156.73,4,2,3,9,Needs Attention
4773,17170,374,2,178.68,2,2,1,5,At Risk
4774,17171,289,2,384.59,2,2,2,6,At Risk
4775,17172,79,3,956.5699999999999,3,2,3,8,Needs Attention
4776,17173,5,8,3766.6,5,4,5,14,Champions
4777,17174,218,1,59.9,2,1,1,4,At Risk
4778,17175,44,4,1443.69,4,3,4,11,Loyal Customers
4779,17176,202,3,902.3199999999999,2,2,3,7,Needs Attention
4780,17177,505,1,119.5,1,1,1,3,At Risk
4781,17178,731,1,436.71,1,1,2,4,At Risk
4782,17179,178,6,1507.26,3,3,4,10,Loyal Customers
4783,17180,56,11,2256.98,4,4,4,12,Loyal Customers
4784,17181,57,3,465.37,4,2,2,8,Needs Attention
4785,17182,423,2,321.3,1,2,2,5,At Risk
4786,17183,8,6,3347.31,5,3,5,13,Champions
4787,17184,569,2,198.41000000000003,1,2,1,4,At Risk
4788,17185,592,3,229.46,1,2,1,4,At Risk
4789,17186,47,2,144.0,4,2,1,7,Needs Attention
4790,17187,227,2,467.71,2,2,2,6,At Risk
4791,17188,11,13,4592.93,5,4,5,14,Champions
4792,17189,106,5,957.63,3,3,3,9,Needs Attention
4793,17190,59,7,1743.04,4,3,4,11,Loyal Customers
4794,17191,28,15,4836.05,4,5,5,14,Champions
4795,17192,536,1,77.83,1,1,1,3,At Risk
4796,17193,36,9,2310.04,4,4,4,12,Loyal Customers
4797,17194,274,3,812.5,2,2,3,7,Needs Attention
4798,17195,655,1,562.98,1,1,2,4,At Risk
4799,17196,428,1,352.9,1,1,2,4,At Risk
4800,17197,30,1,1013.01,4,1,3,8,Needs Attention
4801,17198,24,3,1213.88,4,2,3,9,Needs Attention
4802,17199,582,1,145.12,1,1,1,3,At Risk
4803,17200,387,4,356.71,2,3,2,7,Needs Attention
4804,17201,54,4,1242.04,4,3,3,10,Loyal Customers
4805,17202,421,1,160.65,1,1,1,3,At Risk
4806,17203,36,10,5575.88,4,4,5,13,Champions
4807,17204,175,9,5504.6900000000005,3,4,5,12,Loyal Customers
4808,17205,54,3,999.35,4,2,3,9,Needs Attention
4809,17206,53,1,204.24,4,1,1,6,At Risk
4810,17207,652,1,303.21999999999997,1,1,2,4,At Risk
4811,17208,396,1,115.35,2,1,1,4,At Risk
4812,17209,649,3,611.6,1,2,2,5,At Risk
4813,17210,393,1,253.37,2,1,1,4,At Risk
4814,17211,27,13,4046.65,4,4,5,13,Champions
4815,17212,253,3,794.41,2,2,3,7,Needs Attention
4816,17213,40,13,5182.3,4,4,5,13,Champions
4817,17214,60,6,1069.1200000000001,3,3,3,9,Needs Attention
4818,17215,464,1,186.15,1,1,1,3,At Risk
4819,17216,554,1,65.05,1,1,1,3,At Risk
4820,17217,234,2,218.0,2,2,1,5,At Risk
4821,17218,4,18,4192.68,5,5,5,15,Champions
4822,17219,32,2,259.13,4,2,1,7,Needs Attention
4823,17220,24,21,4481.75,4,5,5,14,Champions
4824,17221,7,5,978.52,5,3,3,11,Loyal Customers
4825,17222,65,6,1605.01,3,3,4,10,Loyal Customers
4826,17223,310,3,873.53,2,2,3,7,Needs Attention
4827,17224,501,1,100.86,1,1,1,3,At Risk
4828,17225,582,1,131.15,1,1,1,3,At Risk
4829,17226,309,3,900.12,2,2,3,7,Needs Attention
4830,17227,19,12,2022.03,5,4,4,13,Champions
4831,17228,16,13,3177.24,5,4,5,14,Champions
4832,17229,96,2,318.76,3,2,2,7,Needs Attention
4833,17230,264,18,9924.95,2,5,5,12,Loyal Customers
4834,17231,12,25,7197.04,5,5,5,15,Champions
4835,17232,3,2,421.52,5,2,2,9,Needs Attention
4836,17233,35,3,560.86,4,2,2,8,Needs Attention
4837,17234,183,1,149.89000000000001,3,1,1,5,At Risk
4838,17235,25,8,1904.8799999999999,4,4,4,12,Loyal Customers
4839,17236,13,12,1929.26,5,4,4,13,Champions
4840,17237,11,4,1002.08,5,3,3,11,Loyal Customers
4841,17238,3,32,7783.1,5,5,5,15,Champions
4842,17239,313,4,1189.45,2,3,3,8,Needs Attention
4843,17240,596,1,130.6,1,1,1,3,At Risk
4844,17241,385,12,2744.14,2,4,4,10,Loyal Customers
4845,17242,108,5,2889.28,3,3,4,10,Loyal Customers
4846,17243,1,69,20889.86,5,5,5,15,Champions
4847,17244,53,5,1826.04,4,3,4,11,Loyal Customers
4848,17245,205,2,371.63,2,2,2,6,At Risk
4849,17246,547,2,38.92,1,2,1,4,At Risk
4850,17247,15,1,282.19,5,1,1,7,Needs Attention
4851,17248,120,2,546.16,3,2,2,7,Needs Attention
4852,17249,429,1,68.03,1,1,1,3,At Risk
4853,17250,4,2,384.52,5,2,2,9,Needs Attention
4854,17251,363,3,812.4300000000001,2,2,3,7,Needs Attention
4855,17252,117,2,353.86,3,2,2,7,Needs Attention
4856,17253,18,1,178.26,5,1,1,7,Needs Attention
4857,17254,5,3,470.73,5,2,2,9,Needs Attention
4858,17255,41,4,799.13,4,3,3,10,Loyal Customers
4859,17256,107,5,498.93,3,3,2,8,Needs Attention
4860,17257,436,2,192.73,1,2,1,4,At Risk
4861,17258,397,2,417.3,2,2,2,6,At Risk
4862,17259,148,6,1889.34,3,3,4,10,Loyal Customers
4863,17260,411,1,120.95,1,1,1,3,At Risk
4864,17261,510,1,230.44,1,1,1,3,At Risk
4865,17262,52,11,2757.62,4,4,4,12,Loyal Customers
4866,17263,208,1,63.440000000000005,2,1,1,4,At Risk
4867,17264,424,1,279.59,1,1,1,3,At Risk
4868,17265,139,2,562.9,3,2,2,7,Needs Attention
4869,17266,2,5,517.73,5,3,2,10,Loyal Customers
4870,17267,127,2,317.62,3,2,2,7,Needs Attention
4871,17268,108,11,1733.8899999999999,3,4,4,11,Loyal Customers
4872,17269,386,1,537.46,2,1,2,5,At Risk
4873,17270,469,2,604.4,1,2,2,5,At Risk
4874,17271,736,1,210.39,1,1,1,3,At Risk
4875,17272,42,4,2148.63,4,3,4,11,Loyal Customers
4876,17273,424,1,141.12,1,1,1,3,At Risk
4877,17274,35,2,577.38,4,2,2,8,Needs Attention
4878,17275,383,1,114.52,2,1,1,4,At Risk
4879,17276,402,1,508.39,2,1,2,5,At Risk
4880,17277,228,2,1065.3500000000001,2,2,3,7,Needs Attention
4881,17278,241,2,271.24,2,2,1,5,At Risk
4882,17279,58,1,187.82999999999998,4,1,1,6,At Risk
4883,17280,438,1,118.85999999999999,1,1,1,3,At Risk
4884,17281,374,6,797.8499999999999,2,3,3,8,Needs Attention
4885,17282,130,5,2339.66,3,3,4,10,Loyal Customers
4886,17283,379,1,188.46,2,1,1,4,At Risk
4887,17284,60,8,2793.16,3,4,4,11,Loyal Customers
4888,17285,628,2,428.34,1,2,2,5,At Risk
4889,17286,22,3,395.48,4,2,2,8,Needs Attention
4890,17287,26,21,4111.96,4,5,5,14,Champions
4891,17288,9,11,2499.98,5,4,4,13,Champions
4892,17289,32,9,2079.39,4,4,4,12,Loyal Customers
4893,17290,4,8,1501.44,5,4,4,13,Champions
4894,17291,308,1,550.8000000000001,2,1,2,5,At Risk
4895,17292,472,2,271.75,1,2,1,4,At Risk
4896,17293,8,17,3774.23,5,5,5,15,Champions
4897,17294,669,2,467.78999999999996,1,2,2,5,At Risk
4898,17295,29,3,556.95,4,2,2,8,Needs Attention
4899,17296,730,1,338.13,1,1,2,4,At Risk
4900,17297,17,1,131.78,5,1,1,7,Needs Attention
4901,17298,101,5,957.5600000000001,3,3,3,9,Needs Attention
4902,17299,12,6,1016.08,5,3,3,11,Loyal Customers
4903,17300,391,2,393.64,2,2,2,6,At Risk
4904,17301,21,2,330.43,4,2,2,8,Needs Attention
4905,17302,15,5,1135.63,5,3,3,11,Loyal Customers
4906,17303,361,1,250.04,2,1,1,4,At Risk
4907,17304,534,1,111.5,1,1,1,3,At Risk
4908,17305,649,1,2135.46,1,1,4,6,At Risk
4909,17306,11,21,9782.35,5,5,5,15,Champions
4910,17307,395,11,3999.8900000000003,2,4,5,11,Loyal Customers
4911,17308,393,2,4511.76,2,2,5,9,Needs Attention
4912,17309,95,3,330.59000000000003,3,2,2,7,Needs Attention
4913,17310,387,2,1025.1,2,2,3,7,Needs Attention
4914,17311,78,6,3566.56,3,3,5,11,Loyal Customers
4915,17312,139,3,644.3,3,2,3,8,Needs Attention
4916,17313,31,1,2328.84,4,1,4,9,Needs Attention
4917,17314,25,17,4904.43,4,5,5,14,Champions
4918,17315,2,43,9650.6,5,5,5,15,Champions
4919,17316,420,1,124.45,1,1,1,3,At Risk
4920,17317,46,3,2600.34,4,2,4,10,Loyal Customers
4921,17318,725,1,164.28,1,1,1,3,At Risk
4922,17319,669,1,29.1,1,1,1,3,At Risk
4923,17320,100,6,2895.77,3,3,4,10,Loyal Customers
4924,17321,8,6,1741.18,5,3,4,12,Loyal Customers
4925,17322,376,5,922.59,2,3,3,8,Needs Attention
4926,17323,15,12,1565.59,5,4,4,13,Champions
4927,17324,18,12,2301.87,5,4,4,13,Champions
4928,17325,280,3,609.5699999999999,2,2,2,6,At Risk
4929,17326,408,2,321.95,2,2,2,6,At Risk
4930,17327,410,2,152.35,2,2,1,5,At Risk
4931,17328,673,1,104.7,1,1,1,3,At Risk
4932,17329,14,5,1004.4300000000001,5,3,3,11,Loyal Customers
4933,17330,23,4,423.8,4,3,2,9,Needs Attention
4934,17331,124,1,175.2,3,1,1,5,At Risk
4935,17332,528,5,838.27,1,3,3,7,Needs Attention
4936,17333,86,1,494.25,3,1,2,6,At Risk
4937,17334,302,3,635.15,2,2,3,7,Needs Attention
4938,17335,384,2,508.0,2,2,2,6,At Risk
4939,17336,472,1,81.12,1,1,1,3,At Risk
4940,17337,151,4,2027.8700000000001,3,3,4,10,Loyal Customers
4941,17338,17,17,12142.57,5,5,5,15,Champions
4942,17339,94,3,362.36,3,2,2,7,Needs Attention
4943,17340,30,18,22404.82,4,5,5,14,Champions
4944,17341,157,5,1889.83,3,3,4,10,Loyal Customers
4945,17342,380,4,1227.54,2,3,3,8,Needs Attention
4946,17343,355,6,1259.94,2,3,4,9,Needs Attention
4947,17344,46,2,468.11,4,2,2,8,Needs Attention
4948,17345,15,10,1604.68,5,4,4,13,Champions
4949,17346,4,26,5323.0,5,5,5,15,Champions
4950,17347,86,1,228.96,3,1,1,5,At Risk
4951,17348,15,9,2476.41,5,4,4,13,Champions
4952,17349,179,5,852.25,3,3,3,9,Needs Attention
4953,17350,8,7,1906.041,5,3,4,12,Loyal Customers
4954,17351,36,12,1988.23,4,4,4,12,Loyal Customers
4955,17352,696,1,36.25,1,1,1,3,At Risk
4956,17353,129,4,3242.0,3,3,5,11,Loyal Customers
4957,17354,51,4,3143.46,4,3,5,12,Loyal Customers
4958,17355,386,1,285.11,2,1,1,4,At Risk
4959,17356,312,5,946.47,2,3,3,8,Needs Attention
4960,17357,24,2,388.14,4,2,2,8,Needs Attention
4961,17358,303,5,866.05,2,3,3,8,Needs Attention
4962,17359,11,2,284.46,5,2,1,8,Needs Attention
4963,17360,17,6,1231.3799999999999,5,3,3,11,Loyal Customers
4964,17361,49,5,880.64,4,3,3,10,Loyal Customers
4965,17362,239,7,1024.04,2,3,3,8,Needs Attention
4966,17363,395,3,940.86,2,2,3,7,Needs Attention
4967,17364,1,28,12070.42,5,5,5,15,Champions
4968,17365,13,15,8224.98,5,5,5,15,Champions
4969,17366,432,2,1096.24,1,2,3,6,At Risk
4970,17367,238,1,168.4,2,1,1,4,At Risk
4971,17368,23,14,2826.14,4,5,4,13,Champions
4972,17369,456,1,979.1999999999999,1,1,3,5,At Risk
4973,17370,73,4,446.18,3,3,2,8,Needs Attention
4974,17371,17,6,662.55,5,3,3,11,Loyal Customers
4975,17372,41,28,4377.56,4,5,5,14,Champions
4976,17373,40,7,1167.5,4,3,3,10,Loyal Customers
4977,17374,219,3,727.11,2,2,3,7,Needs Attention
4978,17375,199,4,660.55,2,3,3,8,Needs Attention
4979,17376,71,4,453.64,3,3,2,8,Needs Attention
4980,17377,24,78,18319.41,4,5,5,14,Champions
4981,17378,374,1,10.95,2,1,1,4,At Risk
4982,17379,11,1,404.66,5,1,2,8,Needs Attention
4983,17380,434,3,645.0,1,2,3,6,At Risk
4984,17381,9,38,40002.37,5,5,5,15,Champions
4985,17382,65,8,902.28,3,4,3,10,Loyal Customers
4986,17383,4,2,309.99,5,2,2,9,Needs Attention
4987,17384,19,3,507.55,5,2,2,9,Needs Attention
4988,17385,15,1,261.11,5,1,1,7,Needs Attention
4989,17386,8,7,2812.77,5,3,4,12,Loyal Customers
4990,17387,20,2,784.11,4,2,3,9,Needs Attention
4991,17388,78,11,2691.57,3,4,4,11,Loyal Customers
4992,17389,1,61,57224.68,5,5,5,15,Champions
4993,17390,421,1,149.3,1,1,1,3,At Risk
4994,17391,164,2,508.8,3,2,2,7,Needs Attention
4995,17392,307,3,626.56,2,2,3,7,Needs Attention
4996,17393,411,2,381.15,1,2,2,5,At Risk
4997,17394,219,1,203.86999999999998,2,1,1,4,At Risk
4998,17395,508,1,97.5,1,1,1,3,At Risk
4999,17396,39,14,8807.1,4,5,5,14,Champions
5000,17397,22,3,1233.18,4,2,3,9,Needs Attention
5001,17398,115,3,653.38,3,2,3,8,Needs Attention
5002,17400,126,8,4677.05,3,4,5,12,Loyal Customers
5003,17401,541,1,114.85,1,1,1,3,At Risk
5004,17402,5,23,5096.18,5,5,5,15,Champions
5005,17403,36,2,400.57,4,2,2,8,Needs Attention
5006,17404,4,23,47781.12,5,5,5,15,Champions
5007,17405,1,3,1031.41,5,2,3,10,Loyal Customers
5008,17406,333,13,4905.05,2,4,5,11,Loyal Customers
5009,17407,412,1,552.9,1,1,2,4,At Risk
5010,17408,163,3,316.09000000000003,3,2,2,7,Needs Attention
5011,17409,185,10,7793.51,3,4,5,12,Loyal Customers
5012,17410,16,5,1214.72,5,3,3,11,Loyal Customers
5013,17411,12,5,1425.38,5,3,4,12,Loyal Customers
5014,17412,3,16,4417.52,5,5,5,15,Champions
5015,17413,405,2,560.14,2,2,2,6,At Risk
5016,17414,44,6,2249.52,4,3,4,11,Loyal Customers
5017,17415,80,1,507.84,3,1,2,6,At Risk
5018,17416,30,22,17298.45,4,5,5,14,Champions
5019,17417,549,1,164.18,1,1,1,3,At Risk
5020,17418,42,3,670.0600000000001,4,2,3,9,Needs Attention
5021,17419,11,18,6500.52,5,5,5,15,Champions
5022,17420,50,6,1084.43,4,3,3,10,Loyal Customers
5023,17421,386,3,1059.41,2,2,3,7,Needs Attention
5024,17422,16,11,3594.76,5,4,5,14,Champions
5025,17423,46,3,1118.95,4,2,3,9,Needs Attention
5026,17425,19,2,759.17,5,2,3,10,Loyal Customers
5027,17426,8,13,8077.77,5,4,5,14,Champions
5028,17427,72,1,100.8,3,1,1,5,At Risk
5029,17428,1,45,31819.760000000002,5,5,5,15,Champions
5030,17429,128,5,1357.46,3,3,4,10,Loyal Customers
5031,17430,33,4,735.17,4,3,3,10,Loyal Customers
5032,17431,313,1,403.3,2,1,2,5,At Risk
5033,17432,18,9,1751.39,5,4,4,13,Champions
5034,17433,88,2,569.96,3,2,2,7,Needs Attention
5035,17434,2,7,2373.82,5,3,4,12,Loyal Customers
5036,17435,411,1,331.35,1,1,2,4,At Risk
5037,17436,2,5,534.06,5,3,2,10,Loyal Customers
5038,17437,530,1,373.17,1,1,2,4,At Risk
5039,17438,254,5,1422.77,2,3,4,9,Needs Attention
5040,17439,656,1,325.74,1,1,2,4,At Risk
5041,17440,157,4,323.58,3,3,2,8,Needs Attention
5042,17441,732,1,293.35,1,1,2,4,At Risk
5043,17442,37,15,4620.3,4,5,5,14,Champions
5044,17443,220,1,534.24,2,1,2,5,At Risk
5045,17444,148,3,2940.04,3,2,4,9,Needs Attention
5046,17446,177,2,120.9,3,2,1,6,At Risk
5047,17447,40,2,541.53,4,2,2,8,Needs Attention
5048,17448,497,46,14556.97,1,5,5,11,Loyal Customers
5049,17449,2,13,4951.15,5,4,5,14,Champions
5050,17450,8,51,246973.09,5,5,5,15,Champions
5051,17451,1,7,1721.4,5,3,4,12,Loyal Customers
5052,17453,18,2,486.71999999999997,5,2,2,9,Needs Attention
5053,17454,192,10,1547.94,2,4,4,10,Loyal Customers
5054,17455,204,1,131.7,2,1,1,4,At Risk
5055,17456,365,2,1225.42,2,2,3,7,Needs Attention
5056,17457,127,14,5984.8099999999995,3,5,5,13,Champions
5057,17458,15,2,529.58,5,2,2,9,Needs Attention
5058,17459,43,2,657.3,4,2,3,9,Needs Attention
5059,17460,94,16,2228.27,3,5,4,12,Loyal Customers
5060,17461,23,3,757.46,4,2,3,9,Needs Attention
5061,17462,60,2,675.69,3,2,3,8,Needs Attention
5062,17463,16,7,2557.91,5,3,4,12,Loyal Customers
5063,17464,158,3,1000.94,3,2,3,8,Needs Attention
5064,17465,426,7,2542.79,1,3,4,8,Needs Attention
5065,17466,10,2,763.28,5,2,3,10,Loyal Customers
5066,17467,395,1,102.6,2,1,1,4,At Risk
5067,17468,10,3,194.8,5,2,1,8,Needs Attention
5068,17469,16,17,5051.25,5,5,5,15,Champions
5069,17470,45,11,2804.87,4,4,4,12,Loyal Customers
5070,17471,475,1,321.65000000000003,1,1,2,4,At Risk
5071,17472,191,4,935.1,2,3,3,8,Needs Attention
5072,17473,409,2,607.0,2,2,2,6,At Risk
5073,17474,600,1,1047.0,1,1,3,5,At Risk
5074,17475,79,1,194.37,3,1,1,5,At Risk
5075,17476,396,2,489.86,2,2,2,6,At Risk
5076,17477,613,2,1144.3,1,2,3,6,At Risk
5077,17478,408,2,1272.8,2,2,4,8,Needs Attention
5078,17479,633,1,389.26000000000005,1,1,2,4,At Risk
5079,17480,78,2,902.03,3,2,3,8,Needs Attention
5080,17481,4,4,1255.59,5,3,4,12,Loyal Customers
5081,17482,487,2,778.19,1,2,3,6,At Risk
5082,17483,65,4,591.73,3,3,2,8,Needs Attention
5083,17484,576,2,209.57,1,2,1,4,At Risk
5084,17486,261,1,396.87,2,1,2,5,At Risk
5085,17487,728,1,160.55,1,1,1,3,At Risk
5086,17488,641,1,336.5,1,1,2,4,At Risk
5087,17489,59,2,376.64,4,2,2,8,Needs Attention
5088,17490,1,9,2750.5,5,4,4,13,Champions
5089,17491,1,17,5981.07,5,5,5,15,Champions
5090,17492,248,3,1122.42,2,2,3,7,Needs Attention
5091,17493,385,1,100.91000000000001,2,1,1,4,At Risk
5092,17494,502,1,54.699999999999996,1,1,1,3,At Risk
5093,17495,8,3,806.72,5,2,3,10,Loyal Customers
5094,17496,359,4,1412.89,2,3,4,9,Needs Attention
5095,17497,390,2,287.25,2,2,1,5,At Risk
5096,17498,76,1,272.22,3,1,1,5,At Risk
5097,17499,290,2,1341.39,2,2,4,8,Needs Attention
5098,17500,17,3,1138.0,5,2,3,10,Loyal Customers
5099,17501,221,2,288.6,2,2,1,5,At Risk
5100,17502,9,4,689.1,5,3,3,11,Loyal Customers
5101,17503,3,2,558.96,5,2,2,9,Needs Attention
5102,17504,206,18,9565.12,2,5,5,12,Loyal Customers
5103,17505,162,5,2435.48,3,3,4,10,Loyal Customers
5104,17506,76,1,302.2,3,1,2,6,At Risk
5105,17507,262,2,605.58,2,2,2,6,At Risk
5106,17508,281,8,4579.23,2,4,5,11,Loyal Customers
5107,17509,58,8,6115.14,4,4,5,13,Champions
5108,17510,25,2,514.56,4,2,2,8,Needs Attention
5109,17511,3,60,175603.55,5,5,5,15,Champions
5110,17512,29,18,5467.820000000001,4,5,5,14,Champions
5111,17513,72,3,1158.8,3,2,3,8,Needs Attention
5112,17514,128,2,542.83,3,2,2,7,Needs Attention
5113,17515,31,9,1617.46,4,4,4,12,Loyal Customers
5114,17516,15,6,957.55,5,3,3,11,Loyal Customers
5115,17517,309,1,153.94,2,1,1,4,At Risk
5116,17518,426,2,329.42,1,2,2,5,At Risk
5117,17519,17,15,5109.47,5,5,5,15,Champions
5118,17520,54,1,546.81,4,1,2,7,Needs Attention
5119,17521,30,5,1278.06,4,3,4,11,Loyal Customers
5120,17522,2,5,1070.71,5,3,3,11,Loyal Customers
5121,17523,11,4,652.74,5,3,3,11,Loyal Customers
5122,17524,361,3,539.14,2,2,2,6,At Risk
5123,17525,360,3,1161.9,2,2,3,7,Needs Attention
5124,17526,5,12,4166.04,5,4,5,14,Champions
5125,17527,54,4,939.37,4,3,3,10,Loyal Customers
5126,17528,1,8,3628.5,5,4,5,14,Champions
5127,17529,610,2,1240.25,1,2,3,6,At Risk
5128,17530,1,12,3141.51,5,4,5,14,Champions
5129,17531,190,3,1266.82,2,2,4,8,Needs Attention
5130,17532,386,1,65.34,2,1,1,4,At Risk
5131,17533,435,1,34.8,1,1,1,3,At Risk
5132,17534,54,5,1668.83,4,3,4,11,Loyal Customers
5133,17535,280,1,164.4,2,1,1,4,At Risk
5134,17536,177,3,364.83,3,2,2,7,Needs Attention
5135,17537,30,2,897.62,4,2,3,9,Needs Attention
5136,17538,26,1,98.42,4,1,1,6,At Risk
5137,17539,618,4,1226.57,1,3,3,7,Needs Attention
5138,17540,25,6,1590.6000000000001,4,3,4,11,Loyal Customers
5139,17541,510,1,124.46,1,1,1,3,At Risk
5140,17542,270,3,341.7,2,2,2,6,At Risk
5141,17543,550,1,120.05,1,1,1,3,At Risk
5142,17544,390,3,960.69,2,2,3,7,Needs Attention
5143,17545,43,6,1448.54,4,3,4,11,Loyal Customers
5144,17547,376,2,727.85,2,2,3,7,Needs Attention
5145,17548,234,4,731.26,2,3,3,8,Needs Attention
5146,17549,24,2,148.86,4,2,1,7,Needs Attention
5147,17550,197,9,2547.64,2,4,4,10,Loyal Customers
5148,17551,359,1,306.84,2,1,2,5,At Risk
5149,17552,60,12,3085.29,3,4,5,12,Loyal Customers
5150,17553,130,4,3757.6,3,3,5,11,Loyal Customers
5151,17554,1,5,1952.45,5,3,4,12,Loyal Customers
5152,17555,20,5,1057.74,4,3,3,10,Loyal Customers
5153,17556,206,2,300.67,2,2,2,6,At Risk
5154,17557,14,4,575.46,5,3,2,10,Loyal Customers
5155,17558,393,1,259.17,2,1,1,4,At Risk
5156,17559,513,1,167.62,1,1,1,3,At Risk
5157,17560,95,8,1895.8,3,4,4,11,Loyal Customers
5158,17561,19,4,722.34,5,3,3,11,Loyal Customers
5159,17562,14,7,1122.38,5,3,3,11,Loyal Customers
5160,17563,578,2,392.38,1,2,2,5,At Risk
5161,17564,24,3,454.01,4,2,2,8,Needs Attention
5162,17565,587,1,131.83,1,1,1,3,At Risk
5163,17566,8,2,901.21,5,2,3,10,Loyal Customers
5164,17567,7,9,5356.03,5,4,5,14,Champions
5165,17568,633,1,382.79,1,1,2,4,At Risk
5166,17569,332,1,344.14,2,1,2,5,At Risk
5167,17570,382,1,100.0,2,1,1,4,At Risk
5168,17571,50,5,1703.75,4,3,4,11,Loyal Customers
5169,17572,71,10,723.01,3,4,3,10,Loyal Customers
5170,17573,29,3,380.6,4,2,2,8,Needs Attention
5171,17574,243,1,185.65,2,1,1,4,At Risk
5172,17575,667,1,171.7,1,1,1,3,At Risk
5173,17576,8,41,9056.81,5,5,5,15,Champions
5174,17577,645,2,348.75,1,2,2,5,At Risk
5175,17578,218,7,1047.33,2,3,3,8,Needs Attention
5176,17579,5,4,753.28,5,3,3,11,Loyal Customers
5177,17580,253,5,545.27,2,3,2,7,Needs Attention
5178,17581,1,43,18757.75,5,5,5,15,Champions
5179,17582,236,5,1450.7,2,3,4,9,Needs Attention
5180,17583,560,1,135.95,1,1,1,3,At Risk
5181,17584,7,6,5309.42,5,3,5,13,Champions
5182,17585,109,7,2093.3,3,3,4,10,Loyal Customers
5183,17586,619,1,167.4,1,1,1,3,At Risk
5184,17587,628,1,181.66,1,1,1,3,At Risk
5185,17588,100,7,2939.55,3,3,4,10,Loyal Customers
